city,state,date,type,description,source,severity
Foley,AL,Unknown,CONSTITUTIONAL_VIOLATION,US citizen sues ICE after being arrested twice in Alabama despite showing ID - al.com(opens in a new tab),https://www.al.com/news/2025/10/us-citizen-arrested-twice-by-ice-agents-who-claimed-his-drivers-license-was-fake.html,6
Miami,FL,Unknown,ICE_OPERATION,ICE agents wait in hallways of immigration court as Trump seeks to deliver on mass arrest pledge - AP(opens in a new tab),https://apnews.com/article/immigration-courts-arrests-trump-ice-deportations-fa96435d4ec021cc8ff636b23d80d848,7
San Diego,CA,Unknown,ICE_OPERATION,"ICE agents swarm San Diego immigration court, arresting people after their hearings - KBPS(opens in a new tab)",https://www.kpbs.org/news/border-immigration/2025/05/22/ice-agents-swarm-san-diego-immigration-court-arresting-people-after-their-hearings,7
Bakersfield,CA,Unknown,ICE_OPERATION,A Bay-Area asylum-seeker miscarried in ICE detention. There are more like her - San Francisco Chronicle(opens in a new tab),https://www.sfchronicle.com/california/article/ice-detention-miscarriage-21046296.php,7
Boston,MA,Unknown,ICE_OPERATION,East Boston man says ICE held him for 2 days despite legal status - Boston.com(opens in a new tab),https://www.boston.com/news/local-news/2025/08/06/i-still-cant-sleep-east-boston-man-says-he-was-held-by-ice-for-2-days-despite-legal-status/,5
Los Angeles,CA,Unknown,ICE_OPERATION,ICE arrested a 6-year-old boy with leukemia at an LA immigration court. His family is suing - LAist(opens in a new tab),https://laist.com/news/ice-arrested-a-6-year-old-boy-with-leukemia-at-an-immigration-court-his-family-is-suing,8
San Antonio,TX,Unknown,ICE_OPERATION,ICE agents arrest migrants at San Antonio immigration court - Texas Public Radio(opens in a new tab),https://www.tpr.org/border-immigration/2025-05-30/ice-agents-arrest-migrants-at-san-antonio-immigration-court,7
San Diego,CA,Unknown,POLICE_VIOLENCE,"Federal immigration agents raid San Diego restaurants, detain workers - Kens 5(opens in a new tab)",https://www.kens5.com/article/news/local/federal-immigration-raid-san-diego-restaurant/509-6e5d70c1-85e5-4bff-ab9e-f6b2e34ad06c,7
Milford,MA,Unknown,ICE_OPERATION,What we know about ICE's arrests of a Milford high school student - WBUR(opens in a new tab),https://www.wbur.org/news/2025/06/02/milford-high-school-student-ice-arrest-massachusetts,5
Portland,OR,Unknown,ICE_OPERATION,"ICE detains asylum seeker outside Portland Immigration Court, lawyers say - OPB(opens in a new tab)",https://www.opb.org/article/2025/06/02/ice-immigration-enforcement-detains-asylum-seeker-portland-court/,7
Berwyn,IL,Unknown,ICE_OPERATION,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice,https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/,6
San Diego,CA,Unknown,ICE_OPERATION,San Diego class-action suit says ICE courthouse arrests are illegal | KPBS Public Media(opens in a new tab),https://www.kpbs.org/news/border-immigration/2025/09/09/san-diego-class-action-suit-says-ice-courthouse-arrests-are-illegal,8
Loma,CO,Unknown,ICE_OPERATION,19-year-old Dreamer describes 15 days in ICE detention: 'Scared and alone' after arrest during traffic stop - NBC News(opens in a new tab),https://www.nbcnews.com/news/latino/dreamer-describes-ice-detention-scared-alone-rcna214740,5
Fruita,CO,Unknown,ICE_OPERATION,ACLU leads lawsuit against 'indiscriminate' ICE arrests in Colorado - KUNC(opens in a new tab),https://www.kunc.org/news/2025-10-16/aclu-leads-lawsuit-against-indiscriminate-ice-arrests-in-colorado,5
Watertown,MA,Unknown,POLICE_VIOLENCE,Immigration Officers Smash Car Windows to Speed Up Arrests - ProPublica(opens in a new tab),https://projects.propublica.org/trump-ice-smashed-windows-deportation-arrests/,7
Oxnard,CA,Unknown,ICE_OPERATION,Children Left Behind Inside Truck After ICE Detains Father at Gas Station - Newsweek(opens in a new tab),https://www.newsweek.com/children-left-behind-inside-truck-ice-detains-father-california-2070907,6
Palm Beach,FL,Unknown,CONSTITUTIONAL_VIOLATION,ICE raids Florida: Citizen lived immigrant nightmare of being arrested - USA Today(opens in a new tab),https://www.usatoday.com/story/news/nation/2025/07/26/ice-raids-florida-citizen-immigrant-nightmare-arrested/85328304007/,6
Colorado Springs,CO,Unknown,POLICE_VIOLENCE,ACLU leads lawsuit against 'indiscriminate' ICE arrests in Colorado - KUNC(opens in a new tab),https://www.kunc.org/news/2025-10-16/aclu-leads-lawsuit-against-indiscriminate-ice-arrests-in-colorado,7
Lyons,IL,Unknown,ICE_OPERATION,"Lyons, Illinois father Abel Orozco among 22 accusing US immigration agents of illegal ICE arrests; encounter caught on camera - ABC7 Chicago(opens in ",https://abc7chicago.com/post/lyons-illinois-father-abel-orozco-among-22-accusing-immigration-agents-illegal-ice-arrests-encounter-caught-camera/16039701/,6
Frisco,TX,Unknown,ICE_OPERATION,ICE Threatened To Deport Texas Man To War Torn Country - Newsweek(opens in a new tab),https://www.newsweek.com/ice-threat-deport-texas-man-ukraine-2069128,5
Tucker,GA,Unknown,ICE_OPERATION,Wife of man arrested by ICE says agents were waiting outside their church in Tucker - WSBTV(opens in a new tab),https://www.wsbtv.com/news/local/dekalb-county/churches-schools-no-longer-safe-spaces-ice-asylum-seekers/FII7WQ6Y7VD2TIVBGPHIIA6E6U/,7
Chicago,IL,Unknown,CONSTITUTIONAL_VIOLATION,"Immigration agents arrested a U.S. citizen and created warrants after an arrest, lawyers say in court - WBEZ Chicago(opens in a new tab)",https://www.wbez.org/immigration/2025/03/13/chicago-attorneys-accuse-federal-agents-of-violating-immigrants-rights-and-take-legal-action,6
Rio Grande City,TX,Unknown,CONSTITUTIONAL_VIOLATION,U.S. citizen child recovering from brain cancer deported to Mexico with undocumented parents(opens in a new tab),https://www.nbcnews.com/news/latino/us-citizen-child-recovering-brain-cancer-deported-mexico-undocumented-rcna196049,7
Liberty,MO,Unknown,ICE_OPERATION,Federal judge rules ICE arrests at Liberty restaurant 'unlawful' - FOX4KC(opens in a new tab),https://fox4kc.com/news/federal-judge-rules-ice-arrests-at-liberty-restaurant-unlawful/,6
Nogales,AZ,Unknown,ICE_OPERATION,ICE Detains Woman With Cancer Who Lawmakers Said Had Green Card for 2 Years - Newsweek(opens in a new tab),https://www.newsweek.com/ice-dhs-green-card-cancer-detained-immigration-2125118,6
Brighton Park,IL,Unknown,ICE_OPERATION,"Immigration agents detain a Chicago man during school drop-off, officials say - WBEZ Chicago(opens in a new tab)",https://www.wbez.org/immigration/2025/02/26/immigration-agents-make-arrest-outside-a-chicago-school-during-drop-off-officials-say,7
Manassas,VA,Unknown,CONSTITUTIONAL_VIOLATION,Just following Hispanic people': Citizen detained by ICE questions vote for Trump - News4(opens in a new tab),https://www.nbcwashington.com/news/local/northern-virginia/just-following-hispanic-people-citizen-detained-by-ice-questions-vote-for-trump/3861172/,6
Spokane,WA,Unknown,POLICE_VIOLENCE,Immigration Officers Smash Car Windows to Speed Up Arrests - ProPublica(opens in a new tab),https://projects.propublica.org/trump-ice-smashed-windows-deportation-arrests/,7
Denver,CO,Unknown,ICE_OPERATION,Vizguerra-Ramirez v. Choate(opens in a new tab),https://www.courtlistener.com/docket/69750515/vizguerra-ramirez-v-choate/,5
Westminster,MD,Unknown,POLICE_VIOLENCE,Immigration Officers Smash Car Windows to Speed Up Arrests - ProPublica(opens in a new tab),https://projects.propublica.org/trump-ice-smashed-windows-deportation-arrests/,7
Dripping Springs,TX,Unknown,ICE_OPERATION,Prosecutors Drop Only Criminal Cases from Hays County Airbnb Raid - Texas Observer(opens in a new tab),https://www.texasobserver.org/prosecutors-drop-charges-hays-county-airbnb-raid/,5
Los Angeles,CA,Unknown,ICE_OPERATION,Democrats demand answers after immigration agents visit L.A. schools - Los Angeles Times(opens in a new tab),https://www.latimes.com/california/story/2025-04-14/house-democracts-demand-briefing-immigration-agents-enter-la-elementary-schools,7
Tucson,AZ,Unknown,CONSTITUTIONAL_VIOLATION,US citizen wrongfully arrested by border patrol in Arizona held for nearly 10 days - The Guardian(opens in a new tab),https://www.theguardian.com/us-news/2025/apr/20/us-citizen-jose-hermosillo-border-patrol,6
,OH,Unknown,ICE_OPERATION,"This refugee's family faced persecution in Bhutan. Now, he could be deported there - NPR(opens in a new tab)",https://www.npr.org/2025/12/11/nx-s1-5640174/asian-refugee-deportation-ice-bhutan,6
New Bedford,MA,Unknown,POLICE_VIOLENCE,New Bedford ICE incident: Woman speaks about smashed car window – NBC Boston(opens in a new tab),https://www.nbcboston.com/news/local/woman-speaks-after-video-shows-ice-agents-smashing-car-window-to-get-her-husband/3687559/,7
Tallahassee,FL,Unknown,CONSTITUTIONAL_VIOLATION,US citizen held by ICE even after proving he was born in the country - AP News(opens in a new tab),https://apnews.com/article/us-citizen-held-ice-florida-law-4b5f5d9c754b56c87d1d8b39dfedfc6c,6
Alexandria,LA,Unknown,CONSTITUTIONAL_VIOLATION,Two-year-old US citizen appears to have been deported 'with no meaningful process' | Reuters(opens in a new tab),https://www.reuters.com/world/us/two-year-old-us-citizen-appears-have-been-deported-with-no-meaningful-process-2025-04-26/,6
New Orleans,LA,Unknown,CONSTITUTIONAL_VIOLATION,ICE Deports 3 U.S. Citizen Children Held Incommunicado Prior to the Deportation - ACLU(opens in a new tab),https://www.aclu.org/press-releases/ice-deports-3-u-s-citizen-children-held-incommunicado-prior-to-the-deportation,7
Oklahoma City,OK,Unknown,POLICE_VIOLENCE,U.S.-citizen family 'traumatized' after ICE raided their Oklahoma home in search of someone else - MSNBC(opens in a new tab),https://www.nbcnews.com/news/latino/us-citizen-family-traumatized-ice-raid-rcna203700,9
San Antonio,TX,Unknown,ICE_OPERATION,"San Antonio ICE detained more families today at Immigration Court, including three-year-old child - San Antonio Current(opens in a new tab)",https://www.sacurrent.com/news/san-antonio-ice-detained-more-families-today-at-immigration-court-37669081/,8
Memphis,TN,Unknown,POLICE_VIOLENCE,ICE agent caught on video pulling gun on family in Berclair - localmemphis.com(opens in a new tab),https://www.localmemphis.com/video/news/local/ice-agent-caught-on-video-pulling-gun-on-family-in-berclair/522-a6fe2f6b-51e7-4509-a2e5-7a7a391db2c7,8
Chicago,IL,Unknown,CONSTITUTIONAL_VIOLATION,ICE contractor locked an immigrant and her baby at an O'Hare hotel for five days - Injustice Watch(opens in a new tab),https://www.injusticewatch.org/civil-courts/immigration/2025/ice-detention-sonesta-ohare-airport-hotel-chicago/,8
Bell,CA,Unknown,POLICE_VIOLENCE,"Video: How 'Turn and Burn"" Immigration Operations Unleash Chaos - The New York Times(opens in a new tab)",https://www.nytimes.com/video/us/100000010596053/la-raid-immigration-us-citizens-video-investigation.html,8
Los Angeles,CA,Unknown,POLICE_VIOLENCE,"U.S. Citizen seeks $1M after arrest, detention for recording immigration raid at Home Depot - NBC News(opens in a new tab)",https://www.nbcnews.com/news/latino/immigration-raid-arrest-us-citizen-home-depot-filming-job-garcia-rcna216559,8
Los Angeles,CA,Unknown,POLICE_VIOLENCE,U.S. citizen detained by ICE in L.A. says she wasn't given water for 24 hours - NBC News(opens in a new tab),https://www.nbcnews.com/news/us-news/us-citizen-detained-ice-l-says-wasnt-water-24-hours-rcna224493,8
Los Angeles,CA,Unknown,POLICE_VIOLENCE,"You gonna let him die?' Agents pile on protester, who convulses and struggles to breathe - Los Angeles Times(opens in a new tab)",https://www.latimes.com/california/story/2025-06-27/are-you-gonna-let-him-die-agents-pile-on-protester-who-convulses-and-struggles-to-breathe,8
Los Angeles,CA,Unknown,ICE_OPERATION,ICE arrests at L.A. courthouse met with alarm: 'Absolutely blindsided' - Los Angeles Times(opens in a new tab),https://www.latimes.com/california/story/2025-06-25/ice-arrests-los-angeles-courthouse,7
Chesterfield,VA,Unknown,ICE_OPERATION,"Hallowed ground, desecrated': ICE sweeps at Chesterfield court draw fierce backlash - Virginia Mercury(opens in a new tab)",https://virginiamercury.com/2025/06/27/hallowed-ground-desecrated-ice-sweeps-at-chesterfield-court-draw-fierce-backlash/,7
La Puente,CA,Unknown,POLICE_VIOLENCE,Immigration Officers Smash Car Windows to Speed Up Arrests - ProPublica(opens in a new tab),https://projects.propublica.org/trump-ice-smashed-windows-deportation-arrests/,7
Arlington Heights,IL,Unknown,ICE_OPERATION,New Federal Court Filing Challenges Trump Administration's Most Recent Violent and Illegal Arrest Tactics in Chicago Area - National Immigrant Justice,https://immigrantjustice.org/press-release/new-federal-court-filing-challenges-trump-administrations-most-recent-violent-and-illegal-arrest-tactics-in-chicago-area/,6
Los Angeles,CA,Unknown,ICE_OPERATION,Presence of detention officers at Glendale hospital sparks outrage following woman's ICE arrest - ABC7(opens in a new tab),https://abc7.com/post/presence-detention-officers-glendale-memorial-hospital-following-womans-ice-arrest-sparks-outrage/17003630/,6
Albuquerque,NM,Unknown,POLICE_VIOLENCE,Resentment against Albuquerque 'deliveristas' may have sparked viral Walmart ICE arrest - Source NM(opens in a new tab),https://sourcenm.com/2025/07/11/resentment-against-albuquerque-deliveristas-may-have-sparked-viral-walmart-ice-arrest/,7
San Diego,CA,Unknown,CONSTITUTIONAL_VIOLATION,ICE agents handcuff and detain 71-year old U.S. Citizen - NBC News(opens in a new tab),https://www.nbcnews.com/video/ice-agents-handcuff-and-detain-71-year-old-u-s-citizen-243022405810,6
Sacramento,CA,Unknown,ICE_OPERATION,ICE arrests asylum seeker after Sacramento court hearing - CapRadio(opens in a new tab),https://www.capradio.org/articles/2025/07/11/ice-arrests-asylum-seeker-after-sacramento-court-hearing/,7
Blue Ash,OH,Unknown,ICE_OPERATION,Ohio Chaplain Ayman Soliman Freed From Jail as DHS Drops Deportation Case - ProPublica(opens in a new tab),https://www.propublica.org/article/ayman-soliman-dhs-deportation-free-ohio,5
Camarillo,CA,Unknown,POLICE_VIOLENCE,I'm a U.S. citizen who was wrongly arrested and held by ICE. Here's why you could be next - San Francisco Chronicle(opens in a new tab),https://www.sfchronicle.com/opinion/openforum/article/ice-racial-profiling-21045429.php,8
Camarillo,CA,Unknown,POLICE_VIOLENCE,Family of Glass House workers files wrongful death claim over ICE raid - Ventura County Star(opens in a new tab),https://www.vcstar.com/story/news/local/2025/08/06/glass-house-workers-family-files-wrongful-death-claim-over-ice-raid/85551111007/?gnt-cfr=1&gca-cat=p&gca-uir=false&gca-epti=z117801p119650n00----c00----e007500v117801&gca-ft=51&gca-ds=sophi,8
Beaverton,WA,Unknown,POLICE_VIOLENCE,"‘Daddy, police!’: New video shows masked ICE agents arrest father outside child’s school in Beaverton - OPB(opens in a new tab)",https://www.opb.org/article/2025/07/21/new-video-ice-agents-arrest-father-beaverton-preschool/,8
Philadelphia,PA,Unknown,POLICE_VIOLENCE,Rally held outside of Philadelphia courthouse in response to controversial arrest by ICE - CBS News Philadelphia(opens in a new tab),https://www.cbsnews.com/philadelphia/news/ice-arrest-philadelphia-courthouse/,7
St. Paul,MN,Unknown,ICE_OPERATION,Immigration officials release Twin Cities mom from custody after federal judge order - MPRnews(opens in a new tab),https://www.mprnews.org/story/2025/08/13/judge-orders-antonia-aguilar-maldonado-to-be-freed-from-ice-custody,5
Aurora,CO,Unknown,ICE_OPERATION,ACLU leads lawsuit against 'indiscriminate' ICE arrests in Colorado - KUNC(opens in a new tab),https://www.kunc.org/news/2025-10-16/aclu-leads-lawsuit-against-indiscriminate-ice-arrests-in-colorado,5
San Francisco,CA,Unknown,ICE_OPERATION,"Scientist with green card held for a week without explanation, lawyer says - The Washington Post(opens in a new tab)",https://www.washingtonpost.com/immigration/2025/07/29/korean-scientist-green-card-detained/,5
Houston,TX,Unknown,CONSTITUTIONAL_VIOLATION,Border agents detained a Vermont superintendent and searched his devices. | WBUR News(opens in a new tab),https://www.wbur.org/news/2025/07/24/vermont-superintendent-detained-border-agents,6
Washington,DC,Unknown,ICE_OPERATION,Hernandez v. Noem(opens in a new tab),"https://clearinghouse.net/case/46811/#:~:text=This%20case%20challenged%20U.S.%20Immigration%20and%20Customs%20Enforcement,processed%20by%20U.S.%20Immigration%20and%20Customs%20Enforcement%20%28ICE%29.",5
Maywood,CA,Unknown,CONSTITUTIONAL_VIOLATION,"Video: How 'Turn and Burn"" Immigration Operations Unleash Chaos - The New York Times(opens in a new tab)",https://www.nytimes.com/video/us/100000010596053/la-raid-immigration-us-citizens-video-investigation.html,6
Philadelphia,PA,Unknown,ICE_OPERATION,"ICE secretly deported Pennsylvania grandfather, 82, after he lost his Green Card - The Independent(opens in a new tab)",https://www.independent.co.uk/news/world/americas/us-politics/ice-deported-grandpa-green-card-b2792290.html,5
Los Angeles,CA,Unknown,CONSTITUTIONAL_VIOLATION,Labor leader David Huerta's immigration protest felony charge is reduced - AP News(opens in a new tab),https://apnews.com/article/immigration-los-angeles-protest-huerta-union-arrest-36f2ad59b7babd67969b89148a29fe90,6
Bell,CA,Unknown,POLICE_VIOLENCE,"Immigration raid at car wash sparks tense scene, hours of protests in Bell - Los Angeles Times(opens in a new tab)",https://www.latimes.com/california/story/2025-06-20/immigration-raid-protesters-gather-in-bell-maywood,8
Tucson,AZ,Unknown,ICE_OPERATION,ICE agents mistakenly detain U.S. marshal in Arizona - NBC News(opens in a new tab),https://www.nbcnews.com/news/us-news/ice-mistakenly-detain-us-marshal-rcna211599,5
New York City,NY,Unknown,ICE_OPERATION,"Queens high school student detained after immigration court hearing, officials say - CBS News(opens in a new tab)",https://www.cbsnews.com/newyork/news/queens-high-school-student-detained-ice/,7
Hawthorne,CA,Unknown,CONSTITUTIONAL_VIOLATION,Pregnant U.S. citizen detained by border patrol agents in L.A. County: ‘We didn’t do anything wrong’  | KTLA(opens in a new tab),https://ktla.com/news/local-news/pregnant-u-s-citizen-detained-by-border-patrol-agents-in-l-a-county-we-didnt-do-anything-wrong/,6
Los Angeles,CA,Unknown,POLICE_VIOLENCE,Video shows unmarked vehicles ram car in ICE arrest in east Los Angeles - KTLA(opens in a new tab),https://ktla.com/news/local-news/video-shows-unmarked-vehicles-ram-car-in-possible-ice-arrest-in-boyle-heights/,7
Sterling,VA,Unknown,POLICE_VIOLENCE,"ICE agents detain people outside Virginia immigration court, strong-arm activists filming - News4(opens in a new tab)",https://www.nbcwashington.com/news/local/ice-agents-detain-people-outside-immigration-court-strong-arm-activists-filming/3934089/,7
Downey,CA,Unknown,ICE_OPERATION,Downey Reverend describes how ICE targeted her church - Calo News(opens in a new tab),https://www.calonews.com/communities/downey/downey-reverend-describes-how-ice-targeted-her-church/article_5fdfdc81-5b17-4ee7-96d5-5b4efc5b1052.html,7
Fairhope,AL,Unknown,CONSTITUTIONAL_VIOLATION,US citizen sues ICE after being arrested twice in Alabama despite showing ID - al.com(opens in a new tab),https://www.al.com/news/2025/10/us-citizen-arrested-twice-by-ice-agents-who-claimed-his-drivers-license-was-fake.html,6
Montebello,CA,Unknown,POLICE_VIOLENCE,U.S. citizen describes detention by federal agents at Montebello tow yard – NBC Los Angeles(opens in a new tab),https://www.nbclosangeles.com/news/local/immigration-raid-montebello-us-citizen-detained/3766028/,8
Monterey Park,CA,Unknown,POLICE_VIOLENCE,"Video shows immigration agents interrogating a Latino U.S. citizen: 'I'm American, bro.' - LA Times(opens in a new tab)",https://www.latimes.com/politics/story/2025-06-13/video-shows-immigration-agents-interrogating-a-latino-u-s-citizen-im-american-bro,8
Los Angeles,CA,Unknown,CONSTITUTIONAL_VIOLATION,California Senator Forcibly Removed and Handcuffed After Interrupting Noem - The New York Times(opens in a new tab),https://www.nytimes.com/2025/06/12/us/politics/senator-alex-padilla-handcuffed.html,6
Temple City,CA,Unknown,ICE_OPERATION,"Deaf, mute, terrified: ICE arrests DACA recipient, sends him to Texas - Los Angeles Times(opens in a new tab)",https://www.latimes.com/california/story/2025-07-22/ice-arrests-daca-recipient-at-california-car-wash,5
Atlanta,GA,Unknown,ICE_OPERATION,Live-streaming journalist Mario Guevara deported to El Salvador after months in ICE custody - CNN Business(opens in a new tab),https://www.cnn.com/2025/10/03/media/mario-guevara-journalist-deported-ice-el-salvador,5
Santa Ana,CA,Unknown,CONSTITUTIONAL_VIOLATION,Shock and disbelief': U.S. citizen says ICE arrested her during Santa Ana park raid - Los Angeles Times(opens in a new tab),https://www.latimes.com/socal/daily-pilot/entertainment/story/2025-07-02/centennial-park-ice-raid-santa-ana,6
Oxnard,CA,Unknown,POLICE_VIOLENCE,Oxnard Man Released After Being Detained by ICE Agents While Filming Father's Arrest - News Channel 3(opens in a new tab),https://keyt.com/news/ventura-county/2025/06/17/u-s-citizen-held-by-ice-released/,8
Rochester,NY,Unknown,POLICE_VIOLENCE,Immigration Officers Smash Car Windows to Speed Up Arrests - ProPublica(opens in a new tab),https://projects.propublica.org/trump-ice-smashed-windows-deportation-arrests/,8
New York City,NY,Unknown,CONSTITUTIONAL_VIOLATION,Brad Lander Is Arrested by ICE Agents at Immigration Courthouse - The New York Times(opens in a new tab),https://www.nytimes.com/2025/06/17/nyregion/brad-lander-immigration-ice.html?searchResultPosition=17,8
Pasadena,CA,Unknown,POLICE_VIOLENCE,Plainclothes federal agent draws gun on man at stoplight in Pasadena - KTLA(opens in a new tab),https://ktla.com/news/local-news/plainclothes-federal-agent-draws-gun-on-man-at-stoplight-in-pasadena/,7
,AL,Unknown,ICE_OPERATION,Lawyers say Alabama father deported to Laos despite court order blocking removal | AP News(opens in a new tab),https://apnews.com/article/immigration-alabama-man-deported-589bde743ebd5068529807e755fcfb25,5
Los Angeles,CA,Unknown,ICE_OPERATION,Pedro Vasquez Perdomo v. Kristi Noem(opens in a new tab),https://www.courtlistener.com/docket/70594806/pedro-vasquez-perdomo-v-kristi-noem/,5
Los Angeles,CA,Unknown,POLICE_VIOLENCE,Border Patrol arrested her selling tamales. Then she suffered a heart attack. 'I told them: I can't breathe' - Los Angeles Times(opens in a new tab),https://www.latimes.com/california/story/2025-07-14/in-pacoima-an-immigration-sweep-and-its-aftermath,7
Montclair,CA,Unknown,ICE_OPERATION,ICE targets men on Inland Empire church grounds - CalMatters(opens in a new tab),https://calmatters.org/california-divide/2025/07/ice-targets-immigrants-church-grounds/,7
Chicago,IL,Unknown,POLICE_VIOLENCE,ICE Released Tear Gas Outside a Chicago Elementary School - The Intercept(opens in a new tab),https://theintercept.com/2025/10/19/chicago-schools-ice-national-guard-trump/,8
,NY,Unknown,ICE_OPERATION,Gil Rojas v. Venegas(opens in a new tab),https://www.courtlistener.com/docket/69740798/gil-rojas-v-venegas/,5
Memphis,TN,Unknown,CONSTITUTIONAL_VIOLATION,"""I Don't Feel Safe"": Black Memphis Residents Report Harassment by Trump's Police Task Force - ProPublica(opens in a new tab)",https://www.propublica.org/article/memphis-safe-task-force-police-harassment,8
Elgin,IL,Unknown,POLICE_VIOLENCE,ICE agents use tear gas in Elgin as hourslong standoff ends in man's arrest - Chicago Sun-Times(opens in a new tab),https://chicago.suntimes.com/immigration/2025/12/06/tear-gas-deployed-in-elgin-as-feds-detain-man-after-hours-long-standoff,7
Minneapolis,MN,Unknown,CONSTITUTIONAL_VIOLATION,"US citizen arrested during immigration crackdown, family says - FOX 9(opens in a new tab)",https://www.msn.com/en-us/news/us/us-citizen-arrested-during-immigration-crackdown-family-says/ar-AA1ROfyq?ocid=BingNewsVerp,7
Rochester,NY,Unknown,ICE_OPERATION,ICE detains local businessman and La Casa founder in alleged sting - WXXI News(opens in a new tab),https://www.wxxinews.org/local-news/2025-12-05/ice-detains-local-businessman-and-la-casa-founder-in-alleged-sting,5
Key Largo,FL,Unknown,CONSTITUTIONAL_VIOLATION,I'm a U.S. Citizen.' Agents pull woman from car in Keys. Feds said she wouldn't show ID - Miami Herald(opens in a new tab),https://www.miamiherald.com/news/local/community/florida-keys/article313356223.html,6
San Diego,CA,Unknown,ICE_OPERATION,ICE detains wife at green card interview despite always having legal status - Newsweek(opens in a new tab),https://www.newsweek.com/wife-detained-green-card-interview-ice-san-diego-11176819,5
Marrero,LA,Unknown,CONSTITUTIONAL_VIOLATION,Video shows masked Border Patrol agent chasing woman back to her Louisiana home - NBC News(opens in a new tab),https://www.nbcnews.com/news/us-news/video-shows-masked-border-patrol-agent-chasing-woman-louisiana-marrero-rcna247756,6
Tucson,AZ,Unknown,POLICE_VIOLENCE,Rep. Adelita Grijalva says she was 'sprayed in the face' during ICE confrontation - NBC News(opens in a new tab),https://www.nbcnews.com/politics/congress/rep-adelita-grijalva-says-was-sprayed-face-ice-confrontation-rcna247677,7
Ypsilanti,MI,Unknown,ICE_OPERATION,ICE detains Michigan construction worker heading to job site. Lawmakers push for release - MLIVE(opens in a new tab),https://www.mlive.com/news/2025/12/ice-detains-michigan-construction-worker-heading-to-job-site-lawmakers-push-for-release.html,5
Burnsville,MN,Unknown,POLICE_VIOLENCE,"ICE raided a Minnesota home, arresting 4 and frightening U.S. citizens, family says - NBC News(opens in a new tab)",https://www.nbcnews.com/news/us-news/ring-camera-shows-ice-raid-minnesota-home-us-citizens-scared-4-arreste-rcna248189,9
Minneapolis,MN,Unknown,POLICE_VIOLENCE,ICE agents clash with dozens of residents in streets of south Minneapolis - CBS News(opens in a new tab),https://www.cbsnews.com/minnesota/news/ice-agents-south-minneapolis-clash-protests/,7
Richfield,MN,Unknown,POLICE_VIOLENCE,"ACLU sues ICE, alleging agency violates constitutional rights of observers and protesters - Minnesota Reformer(opens in a new tab)",https://minnesotareformer.com/2025/12/17/aclu-sues-ice-alleging-agency-violates-constitutional-rights-of-observers-and-protesters/,8
Fraser,MI,Unknown,ICE_OPERATION,Detroit teenagers were detained by ICE. They're now being held in Texas - MLIVE(opens in a new tab),https://www.mlive.com/news/2025/12/detroit-teenagers-were-detained-by-ice-theyre-now-being-held-in-texas.html,5
Lake Worth Beach,FL,Unknown,CONSTITUTIONAL_VIOLATION,ICE targets workers at Lake Worth construction site; vigils planned - USA Today(opens in a new tab),https://www.usatoday.com/story/news/local/lakeworth/2025/12/10/ice-workers-south-florida-housing-construction-project/87684566007/,6
Kenner,LA,Unknown,POLICE_VIOLENCE,"After ICE arrested his mom, 18-year-old U.S. citizen worries he could be next while caring for younger sister - CBS News(opens in a new tab)",https://www.cbsnews.com/news/after-ice-arrested-his-mom-18-year-old-citizen-now-caring-for-his-sister-worries-he-could-be-next/,8
Minneapolis,MN,Unknown,POLICE_VIOLENCE,"ICE agents wrongfully detained U.S. citizen in Minneapolis for looking Somali, city leaders say - CBS Minnesota(opens in a new tab)",https://www.cbsnews.com/minnesota/news/minneapolis-leaders-say-us-citizen-was-wrongfully-arrested-by-ice-agents/,8
Minneapolis,MN,Unknown,CONSTITUTIONAL_VIOLATION,Federal agents use chemical irritant on crowd in Somali neighborhood of Minneapolis amid Trump crackdown - MPR News(opens in a new tab),https://www.mprnews.org/story/2025/12/10/federal-agents-use-chemical-irritant-in-somali-neighborhood-of-minneapolis,6
Minneapolis,MN,Unknown,POLICE_VIOLENCE,ICE vehicle hits protester in Minneapolis - The Washington Post(opens in a new tab),https://www.washingtonpost.com/video/national/ice-vehicle-hits-protester-in-minneapolis/2025/12/12/2f39945a-3425-4250-98af-6d78088ddef9_video.html,7
Long Beach,CA,Unknown,ICE_OPERATION,She was approved for a green card after three decades in the U.S. Then ICE arrested her - Los Angeles Times(opens in a new tab),https://www.latimes.com/california/story/2025-12-18/long-beach-restaurateur-detained-by-ice,5
,IL,Unknown,ICE_OPERATION,Winooski second-grader arrested by federal law enforcement over holiday break - MyNBC 5(opens in a new tab),https://www.msn.com/en-us/news/us/vermont-second-grader-detained-by-ice-over-thanksgiving-holiday/ar-AA1RvG8b?ocid=BingNewsVerp,7
El Paso,TX,Unknown,ICE_OPERATION,ICE detains country singer's brother-in-law on his way to Nashville - News Channel 5(opens in a new tab),https://www.newschannel5.com/news/ice-detains-country-singers-brother-in-law-on-his-way-to-nashville,5
